device_id,measurement_type,timestamp,raw_value,battery,signal_strength,delay
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,-7.98,74.58,100.0,0.8,4.87
PREMIUM_SMARTWATCH_001_P0012,RESPIRATORY_RATE,-3.67,18.92,100.0,0.63,2.26
PREMIUM_SMARTWATCH_001_P0012,BLOOD_PRESSURE_SYSTOLIC,1.42,117.25,100.0,0.74,4.65
PREMIUM_SMARTWATCH_001_P0012,TEMPERATURE,15.16,36.59,100.0,0.68,2.44
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,17.43,82.19,99.83,0.62,1.24
PREMIUM_SMARTWATCH_001_P0012,OXYGEN_SATURATION,19.23,97.53,99.55,0.72,3.21
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,49.38,74.5,99.54,0.64,0.84
PREMIUM_SMARTWATCH_001_P0012,TEMPERATURE,51.02,36.78,99.86,0.72,1.96
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,88.2,73.36,99.52,0.66,0.72
PREMIUM_SMARTWATCH_001_P0012,RESPIRATORY_RATE,105.6,16.47,99.78,0.69,0.29
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,111.46,74.35,99.61,0.79,0.07
PREMIUM_SMARTWATCH_001_P0012,OXYGEN_SATURATION,113.05,94.95,100.0,0.69,4.07
PREMIUM_SMARTWATCH_001_P0012,TEMPERATURE,119.73,36.94,100.0,0.67,0.62
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,164.92,75.22,99.84,0.65,3.38
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,166.71,73.26,99.81,0.76,1.21
PREMIUM_SMARTWATCH_001_P0012,TEMPERATURE,182.13,36.9,100.0,0.73,3.33
PREMIUM_SMARTWATCH_001_P0012,BLOOD_PRESSURE_SYSTOLIC,191.97,113.13,100.0,0.74,1.55
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,218.78,74.37,99.81,0.6,4.09
PREMIUM_SMARTWATCH_001_P0012,RESPIRATORY_RATE,235.33,17.18,99.47,0.68,3.51
PREMIUM_SMARTWATCH_001_P0012,TEMPERATURE,248.06,36.97,100.0,0.68,4.78
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,250.04,72.99,99.39,0.79,0.43
PREMIUM_SMARTWATCH_001_P0012,OXYGEN_SATURATION,255.75,97.37,99.44,0.75,1.14
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,260.76,71.97,99.21,0.72,1.34
PREMIUM_SMARTWATCH_001_P0012,TEMPERATURE,285.61,37.0,99.8,0.66,3.08
PREMIUM_SMARTWATCH_001_P0012,HEART_RATE,312.1,75.7,99.58,0.75,0.5
PREMIUM_SMARTWATCH_001_P0012,TEMPERATURE,341.29,36.73,100.0,0.68,2.3
PREMIUM_SMARTWATCH_001_P0012,OXYGEN_SATURATION,344.2,96.81,100.0,0.68,3.35
